order,id,date,time,title,url,visitCount,typedCount,transition
5081,8306,05/09/2026,01:00:08,Scale record 8306,https://scale1.historyout-qa.invalid/page/8306?campaign=x#note,3,0,link
5082,8307,05/09/2026,01:00:08,Scale record 8307,https://scale2.historyout-qa.invalid/page/8307?campaign=x#note,3,0,link
5083,8305,05/09/2026,01:00:08,Scale record 8305,https://scale0.historyout-qa.invalid/page/8305?campaign=x#note,3,0,link
5084,8306,05/09/2026,01:00:08,Scale record 8306,https://scale1.historyout-qa.invalid/page/8306?campaign=x#note,3,0,link
5085,8304,05/09/2026,01:00:08,Scale record 8304,https://scale4.historyout-qa.invalid/page/8304?campaign=x#note,3,0,link
5086,8305,05/09/2026,01:00:08,Scale record 8305,https://scale0.historyout-qa.invalid/page/8305?campaign=x#note,3,0,link
5087,8303,05/09/2026,01:00:08,Scale record 8303,https://scale3.historyout-qa.invalid/page/8303?campaign=x#note,3,0,link
5088,8304,05/09/2026,01:00:08,Scale record 8304,https://scale4.historyout-qa.invalid/page/8304?campaign=x#note,3,0,link
5089,8302,05/09/2026,01:00:08,Scale record 8302,https://scale2.historyout-qa.invalid/page/8302?campaign=x#note,3,0,link
5090,8303,05/09/2026,01:00:08,Scale record 8303,https://scale3.historyout-qa.invalid/page/8303?campaign=x#note,3,0,link
5091,8304,05/09/2026,01:00:08,Scale record 8304,https://scale4.historyout-qa.invalid/page/8304?campaign=x#note,3,0,link
5092,8301,05/09/2026,01:00:08,Scale record 8301,https://scale1.historyout-qa.invalid/page/8301?campaign=x#note,3,0,link
5093,8302,05/09/2026,01:00:08,Scale record 8302,https://scale2.historyout-qa.invalid/page/8302?campaign=x#note,3,0,link
5094,8303,05/09/2026,01:00:08,Scale record 8303,https://scale3.historyout-qa.invalid/page/8303?campaign=x#note,3,0,link
5095,8300,05/09/2026,01:00:08,Scale record 8300,https://scale0.historyout-qa.invalid/page/8300?campaign=x#note,3,0,link
5096,8301,05/09/2026,01:00:08,Scale record 8301,https://scale1.historyout-qa.invalid/page/8301?campaign=x#note,3,0,link
5097,8302,05/09/2026,01:00:08,Scale record 8302,https://scale2.historyout-qa.invalid/page/8302?campaign=x#note,3,0,link
5098,8300,05/09/2026,01:00:08,Scale record 8300,https://scale0.historyout-qa.invalid/page/8300?campaign=x#note,3,0,link
5099,8301,05/09/2026,01:00:08,Scale record 8301,https://scale1.historyout-qa.invalid/page/8301?campaign=x#note,3,0,link
5100,8299,05/09/2026,01:00:08,Scale record 8299,https://scale4.historyout-qa.invalid/page/8299?campaign=x#note,3,0,link
5101,8300,05/09/2026,01:00:08,Scale record 8300,https://scale0.historyout-qa.invalid/page/8300?campaign=x#note,3,0,link
5102,8298,05/09/2026,01:00:08,Scale record 8298,https://scale3.historyout-qa.invalid/page/8298?campaign=x#note,3,0,link
5103,8299,05/09/2026,01:00:08,Scale record 8299,https://scale4.historyout-qa.invalid/page/8299?campaign=x#note,3,0,link
5104,8297,05/09/2026,01:00:08,Scale record 8297,https://scale2.historyout-qa.invalid/page/8297?campaign=x#note,3,0,link
5105,8298,05/09/2026,01:00:08,Scale record 8298,https://scale3.historyout-qa.invalid/page/8298?campaign=x#note,3,0,link
5106,8299,05/09/2026,01:00:08,Scale record 8299,https://scale4.historyout-qa.invalid/page/8299?campaign=x#note,3,0,link
5107,8296,05/09/2026,01:00:08,Scale record 8296,https://scale1.historyout-qa.invalid/page/8296?campaign=x#note,3,0,link
5108,8297,05/09/2026,01:00:08,Scale record 8297,https://scale2.historyout-qa.invalid/page/8297?campaign=x#note,3,0,link
5109,8298,05/09/2026,01:00:08,Scale record 8298,https://scale3.historyout-qa.invalid/page/8298?campaign=x#note,3,0,link
5110,8295,05/09/2026,01:00:08,Scale record 8295,https://scale0.historyout-qa.invalid/page/8295?campaign=x#note,3,0,link
5111,8296,05/09/2026,01:00:08,Scale record 8296,https://scale1.historyout-qa.invalid/page/8296?campaign=x#note,3,0,link
5112,8297,05/09/2026,01:00:08,Scale record 8297,https://scale2.historyout-qa.invalid/page/8297?campaign=x#note,3,0,link
5113,8295,05/09/2026,01:00:08,Scale record 8295,https://scale0.historyout-qa.invalid/page/8295?campaign=x#note,3,0,link
5114,8296,05/09/2026,01:00:08,Scale record 8296,https://scale1.historyout-qa.invalid/page/8296?campaign=x#note,3,0,link
5115,8294,05/09/2026,01:00:08,Scale record 8294,https://scale4.historyout-qa.invalid/page/8294?campaign=x#note,3,0,link
5116,8295,05/09/2026,01:00:08,Scale record 8295,https://scale0.historyout-qa.invalid/page/8295?campaign=x#note,3,0,link
5117,8293,05/09/2026,01:00:08,Scale record 8293,https://scale3.historyout-qa.invalid/page/8293?campaign=x#note,3,0,link
5118,8294,05/09/2026,01:00:08,Scale record 8294,https://scale4.historyout-qa.invalid/page/8294?campaign=x#note,3,0,link
5119,8292,05/09/2026,01:00:08,Scale record 8292,https://scale2.historyout-qa.invalid/page/8292?campaign=x#note,3,0,link
5120,8293,05/09/2026,01:00:08,Scale record 8293,https://scale3.historyout-qa.invalid/page/8293?campaign=x#note,3,0,link
5121,8294,05/09/2026,01:00:08,Scale record 8294,https://scale4.historyout-qa.invalid/page/8294?campaign=x#note,3,0,link
5122,8291,05/09/2026,01:00:08,Scale record 8291,https://scale1.historyout-qa.invalid/page/8291?campaign=x#note,3,0,link
5123,8292,05/09/2026,01:00:08,Scale record 8292,https://scale2.historyout-qa.invalid/page/8292?campaign=x#note,3,0,link
5124,8293,05/09/2026,01:00:08,Scale record 8293,https://scale3.historyout-qa.invalid/page/8293?campaign=x#note,3,0,link
5125,8290,05/09/2026,01:00:08,Scale record 8290,https://scale0.historyout-qa.invalid/page/8290?campaign=x#note,3,0,link
5126,8291,05/09/2026,01:00:08,Scale record 8291,https://scale1.historyout-qa.invalid/page/8291?campaign=x#note,3,0,link
5127,8292,05/09/2026,01:00:08,Scale record 8292,https://scale2.historyout-qa.invalid/page/8292?campaign=x#note,3,0,link
5128,8290,05/09/2026,01:00:08,Scale record 8290,https://scale0.historyout-qa.invalid/page/8290?campaign=x#note,3,0,link
5129,8291,05/09/2026,01:00:08,Scale record 8291,https://scale1.historyout-qa.invalid/page/8291?campaign=x#note,3,0,link
5130,8289,05/09/2026,01:00:08,Scale record 8289,https://scale4.historyout-qa.invalid/page/8289?campaign=x#note,3,0,link
5131,8290,05/09/2026,01:00:08,Scale record 8290,https://scale0.historyout-qa.invalid/page/8290?campaign=x#note,3,0,link
5132,8288,05/09/2026,01:00:08,Scale record 8288,https://scale3.historyout-qa.invalid/page/8288?campaign=x#note,3,0,link
5133,8289,05/09/2026,01:00:08,Scale record 8289,https://scale4.historyout-qa.invalid/page/8289?campaign=x#note,3,0,link
5134,8287,05/09/2026,01:00:08,Scale record 8287,https://scale2.historyout-qa.invalid/page/8287?campaign=x#note,3,0,link
5135,8288,05/09/2026,01:00:08,Scale record 8288,https://scale3.historyout-qa.invalid/page/8288?campaign=x#note,3,0,link
5136,8289,05/09/2026,01:00:08,Scale record 8289,https://scale4.historyout-qa.invalid/page/8289?campaign=x#note,3,0,link
5137,8286,05/09/2026,01:00:08,Scale record 8286,https://scale1.historyout-qa.invalid/page/8286?campaign=x#note,3,0,link
5138,8287,05/09/2026,01:00:08,Scale record 8287,https://scale2.historyout-qa.invalid/page/8287?campaign=x#note,3,0,link
5139,8288,05/09/2026,01:00:08,Scale record 8288,https://scale3.historyout-qa.invalid/page/8288?campaign=x#note,3,0,link
5140,8285,05/09/2026,01:00:08,Scale record 8285,https://scale0.historyout-qa.invalid/page/8285?campaign=x#note,3,0,link
5141,8286,05/09/2026,01:00:08,Scale record 8286,https://scale1.historyout-qa.invalid/page/8286?campaign=x#note,3,0,link
5142,8287,05/09/2026,01:00:08,Scale record 8287,https://scale2.historyout-qa.invalid/page/8287?campaign=x#note,3,0,link
5143,8285,05/09/2026,01:00:08,Scale record 8285,https://scale0.historyout-qa.invalid/page/8285?campaign=x#note,3,0,link
5144,8286,05/09/2026,01:00:08,Scale record 8286,https://scale1.historyout-qa.invalid/page/8286?campaign=x#note,3,0,link
5145,8284,05/09/2026,01:00:08,Scale record 8284,https://scale4.historyout-qa.invalid/page/8284?campaign=x#note,3,0,link
5146,8285,05/09/2026,01:00:08,Scale record 8285,https://scale0.historyout-qa.invalid/page/8285?campaign=x#note,3,0,link
5147,8283,05/09/2026,01:00:08,Scale record 8283,https://scale3.historyout-qa.invalid/page/8283?campaign=x#note,3,0,link
5148,8284,05/09/2026,01:00:08,Scale record 8284,https://scale4.historyout-qa.invalid/page/8284?campaign=x#note,3,0,link
5149,8282,05/09/2026,01:00:08,Scale record 8282,https://scale2.historyout-qa.invalid/page/8282?campaign=x#note,3,0,link
5150,8283,05/09/2026,01:00:08,Scale record 8283,https://scale3.historyout-qa.invalid/page/8283?campaign=x#note,3,0,link
5151,8284,05/09/2026,01:00:08,Scale record 8284,https://scale4.historyout-qa.invalid/page/8284?campaign=x#note,3,0,link
5152,8281,05/09/2026,01:00:08,Scale record 8281,https://scale1.historyout-qa.invalid/page/8281?campaign=x#note,3,0,link
5153,8282,05/09/2026,01:00:08,Scale record 8282,https://scale2.historyout-qa.invalid/page/8282?campaign=x#note,3,0,link
5154,8283,05/09/2026,01:00:08,Scale record 8283,https://scale3.historyout-qa.invalid/page/8283?campaign=x#note,3,0,link
5155,8280,05/09/2026,01:00:08,Scale record 8280,https://scale0.historyout-qa.invalid/page/8280?campaign=x#note,3,0,link
5156,8281,05/09/2026,01:00:08,Scale record 8281,https://scale1.historyout-qa.invalid/page/8281?campaign=x#note,3,0,link
5157,8282,05/09/2026,01:00:08,Scale record 8282,https://scale2.historyout-qa.invalid/page/8282?campaign=x#note,3,0,link
5158,8280,05/09/2026,01:00:08,Scale record 8280,https://scale0.historyout-qa.invalid/page/8280?campaign=x#note,3,0,link
5159,8281,05/09/2026,01:00:08,Scale record 8281,https://scale1.historyout-qa.invalid/page/8281?campaign=x#note,3,0,link
5160,8279,05/09/2026,01:00:08,Scale record 8279,https://scale4.historyout-qa.invalid/page/8279?campaign=x#note,3,0,link
5161,8280,05/09/2026,01:00:08,Scale record 8280,https://scale0.historyout-qa.invalid/page/8280?campaign=x#note,3,0,link
5162,8278,05/09/2026,01:00:08,Scale record 8278,https://scale3.historyout-qa.invalid/page/8278?campaign=x#note,3,0,link
5163,8279,05/09/2026,01:00:08,Scale record 8279,https://scale4.historyout-qa.invalid/page/8279?campaign=x#note,3,0,link
5164,8277,05/09/2026,01:00:08,Scale record 8277,https://scale2.historyout-qa.invalid/page/8277?campaign=x#note,3,0,link
5165,8278,05/09/2026,01:00:08,Scale record 8278,https://scale3.historyout-qa.invalid/page/8278?campaign=x#note,3,0,link
5166,8279,05/09/2026,01:00:08,Scale record 8279,https://scale4.historyout-qa.invalid/page/8279?campaign=x#note,3,0,link
5167,8276,05/09/2026,01:00:08,Scale record 8276,https://scale1.historyout-qa.invalid/page/8276?campaign=x#note,3,0,link
5168,8277,05/09/2026,01:00:08,Scale record 8277,https://scale2.historyout-qa.invalid/page/8277?campaign=x#note,3,0,link
5169,8278,05/09/2026,01:00:08,Scale record 8278,https://scale3.historyout-qa.invalid/page/8278?campaign=x#note,3,0,link
5170,8275,05/09/2026,01:00:08,Scale record 8275,https://scale0.historyout-qa.invalid/page/8275?campaign=x#note,3,0,link
5171,8276,05/09/2026,01:00:08,Scale record 8276,https://scale1.historyout-qa.invalid/page/8276?campaign=x#note,3,0,link
5172,8277,05/09/2026,01:00:08,Scale record 8277,https://scale2.historyout-qa.invalid/page/8277?campaign=x#note,3,0,link
5173,8275,05/09/2026,01:00:08,Scale record 8275,https://scale0.historyout-qa.invalid/page/8275?campaign=x#note,3,0,link
5174,8276,05/09/2026,01:00:08,Scale record 8276,https://scale1.historyout-qa.invalid/page/8276?campaign=x#note,3,0,link
5175,8274,05/09/2026,01:00:08,Scale record 8274,https://scale4.historyout-qa.invalid/page/8274?campaign=x#note,3,0,link
5176,8275,05/09/2026,01:00:08,Scale record 8275,https://scale0.historyout-qa.invalid/page/8275?campaign=x#note,3,0,link
5177,8273,05/09/2026,01:00:08,Scale record 8273,https://scale3.historyout-qa.invalid/page/8273?campaign=x#note,3,0,link
5178,8274,05/09/2026,01:00:08,Scale record 8274,https://scale4.historyout-qa.invalid/page/8274?campaign=x#note,3,0,link
5179,8272,05/09/2026,01:00:08,Scale record 8272,https://scale2.historyout-qa.invalid/page/8272?campaign=x#note,3,0,link
5180,8273,05/09/2026,01:00:08,Scale record 8273,https://scale3.historyout-qa.invalid/page/8273?campaign=x#note,3,0,link
5181,8274,05/09/2026,01:00:08,Scale record 8274,https://scale4.historyout-qa.invalid/page/8274?campaign=x#note,3,0,link
5182,8271,05/09/2026,01:00:08,Scale record 8271,https://scale1.historyout-qa.invalid/page/8271?campaign=x#note,3,0,link
5183,8272,05/09/2026,01:00:08,Scale record 8272,https://scale2.historyout-qa.invalid/page/8272?campaign=x#note,3,0,link
5184,8273,05/09/2026,01:00:08,Scale record 8273,https://scale3.historyout-qa.invalid/page/8273?campaign=x#note,3,0,link
5185,8270,05/09/2026,01:00:08,Scale record 8270,https://scale0.historyout-qa.invalid/page/8270?campaign=x#note,3,0,link
5186,8271,05/09/2026,01:00:08,Scale record 8271,https://scale1.historyout-qa.invalid/page/8271?campaign=x#note,3,0,link
5187,8272,05/09/2026,01:00:08,Scale record 8272,https://scale2.historyout-qa.invalid/page/8272?campaign=x#note,3,0,link
5188,8270,05/09/2026,01:00:08,Scale record 8270,https://scale0.historyout-qa.invalid/page/8270?campaign=x#note,3,0,link
5189,8271,05/09/2026,01:00:08,Scale record 8271,https://scale1.historyout-qa.invalid/page/8271?campaign=x#note,3,0,link
5190,8269,05/09/2026,01:00:08,Scale record 8269,https://scale4.historyout-qa.invalid/page/8269?campaign=x#note,3,0,link
5191,8270,05/09/2026,01:00:08,Scale record 8270,https://scale0.historyout-qa.invalid/page/8270?campaign=x#note,3,0,link
5192,8268,05/09/2026,01:00:08,Scale record 8268,https://scale3.historyout-qa.invalid/page/8268?campaign=x#note,3,0,link
5193,8269,05/09/2026,01:00:08,Scale record 8269,https://scale4.historyout-qa.invalid/page/8269?campaign=x#note,3,0,link
5194,8267,05/09/2026,01:00:08,Scale record 8267,https://scale2.historyout-qa.invalid/page/8267?campaign=x#note,3,0,link
5195,8268,05/09/2026,01:00:08,Scale record 8268,https://scale3.historyout-qa.invalid/page/8268?campaign=x#note,3,0,link
5196,8269,05/09/2026,01:00:08,Scale record 8269,https://scale4.historyout-qa.invalid/page/8269?campaign=x#note,3,0,link
5197,8266,05/09/2026,01:00:08,Scale record 8266,https://scale1.historyout-qa.invalid/page/8266?campaign=x#note,3,0,link
5198,8267,05/09/2026,01:00:08,Scale record 8267,https://scale2.historyout-qa.invalid/page/8267?campaign=x#note,3,0,link
5199,8268,05/09/2026,01:00:08,Scale record 8268,https://scale3.historyout-qa.invalid/page/8268?campaign=x#note,3,0,link
5200,8265,05/09/2026,01:00:08,Scale record 8265,https://scale0.historyout-qa.invalid/page/8265?campaign=x#note,3,0,link
5201,8266,05/09/2026,01:00:08,Scale record 8266,https://scale1.historyout-qa.invalid/page/8266?campaign=x#note,3,0,link
5202,8267,05/09/2026,01:00:08,Scale record 8267,https://scale2.historyout-qa.invalid/page/8267?campaign=x#note,3,0,link
5203,8265,05/09/2026,01:00:08,Scale record 8265,https://scale0.historyout-qa.invalid/page/8265?campaign=x#note,3,0,link
5204,8266,05/09/2026,01:00:08,Scale record 8266,https://scale1.historyout-qa.invalid/page/8266?campaign=x#note,3,0,link
5205,8264,05/09/2026,01:00:08,Scale record 8264,https://scale4.historyout-qa.invalid/page/8264?campaign=x#note,3,0,link
5206,8265,05/09/2026,01:00:08,Scale record 8265,https://scale0.historyout-qa.invalid/page/8265?campaign=x#note,3,0,link
5207,8263,05/09/2026,01:00:08,Scale record 8263,https://scale3.historyout-qa.invalid/page/8263?campaign=x#note,3,0,link
5208,8264,05/09/2026,01:00:08,Scale record 8264,https://scale4.historyout-qa.invalid/page/8264?campaign=x#note,3,0,link
5209,8262,05/09/2026,01:00:08,Scale record 8262,https://scale2.historyout-qa.invalid/page/8262?campaign=x#note,3,0,link
5210,8263,05/09/2026,01:00:08,Scale record 8263,https://scale3.historyout-qa.invalid/page/8263?campaign=x#note,3,0,link
5211,8264,05/09/2026,01:00:08,Scale record 8264,https://scale4.historyout-qa.invalid/page/8264?campaign=x#note,3,0,link
5212,8261,05/09/2026,01:00:08,Scale record 8261,https://scale1.historyout-qa.invalid/page/8261?campaign=x#note,3,0,link
5213,8262,05/09/2026,01:00:08,Scale record 8262,https://scale2.historyout-qa.invalid/page/8262?campaign=x#note,3,0,link
5214,8263,05/09/2026,01:00:08,Scale record 8263,https://scale3.historyout-qa.invalid/page/8263?campaign=x#note,3,0,link
5215,8260,05/09/2026,01:00:08,Scale record 8260,https://scale0.historyout-qa.invalid/page/8260?campaign=x#note,3,0,link
5216,8261,05/09/2026,01:00:08,Scale record 8261,https://scale1.historyout-qa.invalid/page/8261?campaign=x#note,3,0,link
5217,8262,05/09/2026,01:00:08,Scale record 8262,https://scale2.historyout-qa.invalid/page/8262?campaign=x#note,3,0,link
5218,8260,05/09/2026,01:00:08,Scale record 8260,https://scale0.historyout-qa.invalid/page/8260?campaign=x#note,3,0,link
5219,8261,05/09/2026,01:00:08,Scale record 8261,https://scale1.historyout-qa.invalid/page/8261?campaign=x#note,3,0,link
5220,8259,05/09/2026,01:00:08,Scale record 8259,https://scale4.historyout-qa.invalid/page/8259?campaign=x#note,3,0,link
5221,8260,05/09/2026,01:00:08,Scale record 8260,https://scale0.historyout-qa.invalid/page/8260?campaign=x#note,3,0,link
5222,8258,05/09/2026,01:00:08,Scale record 8258,https://scale3.historyout-qa.invalid/page/8258?campaign=x#note,3,0,link
5223,8259,05/09/2026,01:00:08,Scale record 8259,https://scale4.historyout-qa.invalid/page/8259?campaign=x#note,3,0,link
5224,8257,05/09/2026,01:00:08,Scale record 8257,https://scale2.historyout-qa.invalid/page/8257?campaign=x#note,3,0,link
5225,8258,05/09/2026,01:00:08,Scale record 8258,https://scale3.historyout-qa.invalid/page/8258?campaign=x#note,3,0,link
5226,8259,05/09/2026,01:00:08,Scale record 8259,https://scale4.historyout-qa.invalid/page/8259?campaign=x#note,3,0,link
5227,8256,05/09/2026,01:00:08,Scale record 8256,https://scale1.historyout-qa.invalid/page/8256?campaign=x#note,3,0,link
5228,8257,05/09/2026,01:00:08,Scale record 8257,https://scale2.historyout-qa.invalid/page/8257?campaign=x#note,3,0,link
5229,8258,05/09/2026,01:00:08,Scale record 8258,https://scale3.historyout-qa.invalid/page/8258?campaign=x#note,3,0,link
5230,8255,05/09/2026,01:00:08,Scale record 8255,https://scale0.historyout-qa.invalid/page/8255?campaign=x#note,3,0,link
5231,8256,05/09/2026,01:00:08,Scale record 8256,https://scale1.historyout-qa.invalid/page/8256?campaign=x#note,3,0,link
5232,8257,05/09/2026,01:00:08,Scale record 8257,https://scale2.historyout-qa.invalid/page/8257?campaign=x#note,3,0,link
5233,8255,05/09/2026,01:00:08,Scale record 8255,https://scale0.historyout-qa.invalid/page/8255?campaign=x#note,3,0,link
5234,8256,05/09/2026,01:00:08,Scale record 8256,https://scale1.historyout-qa.invalid/page/8256?campaign=x#note,3,0,link
5235,8254,05/09/2026,01:00:08,Scale record 8254,https://scale4.historyout-qa.invalid/page/8254?campaign=x#note,3,0,link
5236,8255,05/09/2026,01:00:08,Scale record 8255,https://scale0.historyout-qa.invalid/page/8255?campaign=x#note,3,0,link
5237,8253,05/09/2026,01:00:08,Scale record 8253,https://scale3.historyout-qa.invalid/page/8253?campaign=x#note,3,0,link
5238,8254,05/09/2026,01:00:08,Scale record 8254,https://scale4.historyout-qa.invalid/page/8254?campaign=x#note,3,0,link
5239,8252,05/09/2026,01:00:08,Scale record 8252,https://scale2.historyout-qa.invalid/page/8252?campaign=x#note,3,0,link
5240,8253,05/09/2026,01:00:08,Scale record 8253,https://scale3.historyout-qa.invalid/page/8253?campaign=x#note,3,0,link
5241,8254,05/09/2026,01:00:08,Scale record 8254,https://scale4.historyout-qa.invalid/page/8254?campaign=x#note,3,0,link
5242,8251,05/09/2026,01:00:08,Scale record 8251,https://scale1.historyout-qa.invalid/page/8251?campaign=x#note,3,0,link
5243,8252,05/09/2026,01:00:08,Scale record 8252,https://scale2.historyout-qa.invalid/page/8252?campaign=x#note,3,0,link
5244,8253,05/09/2026,01:00:08,Scale record 8253,https://scale3.historyout-qa.invalid/page/8253?campaign=x#note,3,0,link
5245,8250,05/09/2026,01:00:08,Scale record 8250,https://scale0.historyout-qa.invalid/page/8250?campaign=x#note,3,0,link
5246,8251,05/09/2026,01:00:08,Scale record 8251,https://scale1.historyout-qa.invalid/page/8251?campaign=x#note,3,0,link
5247,8252,05/09/2026,01:00:08,Scale record 8252,https://scale2.historyout-qa.invalid/page/8252?campaign=x#note,3,0,link
5248,8250,05/09/2026,01:00:08,Scale record 8250,https://scale0.historyout-qa.invalid/page/8250?campaign=x#note,3,0,link
5249,8251,05/09/2026,01:00:08,Scale record 8251,https://scale1.historyout-qa.invalid/page/8251?campaign=x#note,3,0,link
5250,8249,05/09/2026,01:00:08,Scale record 8249,https://scale4.historyout-qa.invalid/page/8249?campaign=x#note,3,0,link
5251,8250,05/09/2026,01:00:08,Scale record 8250,https://scale0.historyout-qa.invalid/page/8250?campaign=x#note,3,0,link
5252,8248,05/09/2026,01:00:08,Scale record 8248,https://scale3.historyout-qa.invalid/page/8248?campaign=x#note,3,0,link
5253,8249,05/09/2026,01:00:08,Scale record 8249,https://scale4.historyout-qa.invalid/page/8249?campaign=x#note,3,0,link
5254,8247,05/09/2026,01:00:08,Scale record 8247,https://scale2.historyout-qa.invalid/page/8247?campaign=x#note,3,0,link
5255,8248,05/09/2026,01:00:08,Scale record 8248,https://scale3.historyout-qa.invalid/page/8248?campaign=x#note,3,0,link
5256,8249,05/09/2026,01:00:08,Scale record 8249,https://scale4.historyout-qa.invalid/page/8249?campaign=x#note,3,0,link
5257,8246,05/09/2026,01:00:08,Scale record 8246,https://scale1.historyout-qa.invalid/page/8246?campaign=x#note,3,0,link
5258,8247,05/09/2026,01:00:08,Scale record 8247,https://scale2.historyout-qa.invalid/page/8247?campaign=x#note,3,0,link
5259,8248,05/09/2026,01:00:08,Scale record 8248,https://scale3.historyout-qa.invalid/page/8248?campaign=x#note,3,0,link
5260,8245,05/09/2026,01:00:08,Scale record 8245,https://scale0.historyout-qa.invalid/page/8245?campaign=x#note,3,0,link
5261,8246,05/09/2026,01:00:08,Scale record 8246,https://scale1.historyout-qa.invalid/page/8246?campaign=x#note,3,0,link
5262,8247,05/09/2026,01:00:08,Scale record 8247,https://scale2.historyout-qa.invalid/page/8247?campaign=x#note,3,0,link
5263,8245,05/09/2026,01:00:08,Scale record 8245,https://scale0.historyout-qa.invalid/page/8245?campaign=x#note,3,0,link
5264,8246,05/09/2026,01:00:08,Scale record 8246,https://scale1.historyout-qa.invalid/page/8246?campaign=x#note,3,0,link
5265,8244,05/09/2026,01:00:08,Scale record 8244,https://scale4.historyout-qa.invalid/page/8244?campaign=x#note,3,0,link
5266,8245,05/09/2026,01:00:08,Scale record 8245,https://scale0.historyout-qa.invalid/page/8245?campaign=x#note,3,0,link
5267,8243,05/09/2026,01:00:08,Scale record 8243,https://scale3.historyout-qa.invalid/page/8243?campaign=x#note,3,0,link
5268,8244,05/09/2026,01:00:08,Scale record 8244,https://scale4.historyout-qa.invalid/page/8244?campaign=x#note,3,0,link
5269,8242,05/09/2026,01:00:08,Scale record 8242,https://scale2.historyout-qa.invalid/page/8242?campaign=x#note,3,0,link
5270,8243,05/09/2026,01:00:08,Scale record 8243,https://scale3.historyout-qa.invalid/page/8243?campaign=x#note,3,0,link
5271,8244,05/09/2026,01:00:08,Scale record 8244,https://scale4.historyout-qa.invalid/page/8244?campaign=x#note,3,0,link
5272,8241,05/09/2026,01:00:08,Scale record 8241,https://scale1.historyout-qa.invalid/page/8241?campaign=x#note,3,0,link
5273,8242,05/09/2026,01:00:08,Scale record 8242,https://scale2.historyout-qa.invalid/page/8242?campaign=x#note,3,0,link
5274,8243,05/09/2026,01:00:08,Scale record 8243,https://scale3.historyout-qa.invalid/page/8243?campaign=x#note,3,0,link
5275,8240,05/09/2026,01:00:08,Scale record 8240,https://scale0.historyout-qa.invalid/page/8240?campaign=x#note,3,0,link
5276,8241,05/09/2026,01:00:08,Scale record 8241,https://scale1.historyout-qa.invalid/page/8241?campaign=x#note,3,0,link
5277,8242,05/09/2026,01:00:08,Scale record 8242,https://scale2.historyout-qa.invalid/page/8242?campaign=x#note,3,0,link
5278,8240,05/09/2026,01:00:08,Scale record 8240,https://scale0.historyout-qa.invalid/page/8240?campaign=x#note,3,0,link
5279,8241,05/09/2026,01:00:08,Scale record 8241,https://scale1.historyout-qa.invalid/page/8241?campaign=x#note,3,0,link
5280,8239,05/09/2026,01:00:08,Scale record 8239,https://scale4.historyout-qa.invalid/page/8239?campaign=x#note,3,0,link
5281,8240,05/09/2026,01:00:08,Scale record 8240,https://scale0.historyout-qa.invalid/page/8240?campaign=x#note,3,0,link
5282,8238,05/09/2026,01:00:08,Scale record 8238,https://scale3.historyout-qa.invalid/page/8238?campaign=x#note,3,0,link
5283,8239,05/09/2026,01:00:08,Scale record 8239,https://scale4.historyout-qa.invalid/page/8239?campaign=x#note,3,0,link
5284,8237,05/09/2026,01:00:08,Scale record 8237,https://scale2.historyout-qa.invalid/page/8237?campaign=x#note,3,0,link
5285,8238,05/09/2026,01:00:08,Scale record 8238,https://scale3.historyout-qa.invalid/page/8238?campaign=x#note,3,0,link
5286,8239,05/09/2026,01:00:08,Scale record 8239,https://scale4.historyout-qa.invalid/page/8239?campaign=x#note,3,0,link
5287,8236,05/09/2026,01:00:08,Scale record 8236,https://scale1.historyout-qa.invalid/page/8236?campaign=x#note,3,0,link
5288,8237,05/09/2026,01:00:08,Scale record 8237,https://scale2.historyout-qa.invalid/page/8237?campaign=x#note,3,0,link
5289,8238,05/09/2026,01:00:08,Scale record 8238,https://scale3.historyout-qa.invalid/page/8238?campaign=x#note,3,0,link
5290,8235,05/09/2026,01:00:08,Scale record 8235,https://scale0.historyout-qa.invalid/page/8235?campaign=x#note,3,0,link
5291,8236,05/09/2026,01:00:08,Scale record 8236,https://scale1.historyout-qa.invalid/page/8236?campaign=x#note,3,0,link
5292,8237,05/09/2026,01:00:08,Scale record 8237,https://scale2.historyout-qa.invalid/page/8237?campaign=x#note,3,0,link
5293,8235,05/09/2026,01:00:08,Scale record 8235,https://scale0.historyout-qa.invalid/page/8235?campaign=x#note,3,0,link
5294,8236,05/09/2026,01:00:08,Scale record 8236,https://scale1.historyout-qa.invalid/page/8236?campaign=x#note,3,0,link
5295,8234,05/09/2026,01:00:08,Scale record 8234,https://scale4.historyout-qa.invalid/page/8234?campaign=x#note,3,0,link
5296,8235,05/09/2026,01:00:08,Scale record 8235,https://scale0.historyout-qa.invalid/page/8235?campaign=x#note,3,0,link
5297,8233,05/09/2026,01:00:08,Scale record 8233,https://scale3.historyout-qa.invalid/page/8233?campaign=x#note,3,0,link
5298,8234,05/09/2026,01:00:08,Scale record 8234,https://scale4.historyout-qa.invalid/page/8234?campaign=x#note,3,0,link
5299,8232,05/09/2026,01:00:08,Scale record 8232,https://scale2.historyout-qa.invalid/page/8232?campaign=x#note,3,0,link
5300,8233,05/09/2026,01:00:08,Scale record 8233,https://scale3.historyout-qa.invalid/page/8233?campaign=x#note,3,0,link
5301,8234,05/09/2026,01:00:08,Scale record 8234,https://scale4.historyout-qa.invalid/page/8234?campaign=x#note,3,0,link
